4;400;ANULACION;1811932736;09:32:25.639675;09:32:26.044130;404455
4;400;ANULACION;1803540032;09:32:25.639903;09:32:26.444501;804598
4;400;ANULACION;1795147328;09:32:25.640433;09:32:26.845043;1204610
4;400;ANULACION;1786754624;09:32:25.640577;09:32:27.245339;1604762
4;400;ANULACION;1778361920;09:32:25.640696;09:32:27.645604;2004908
4;400;ANULACION;1769969216;09:32:25.640853;09:32:28.046523;2405670
4;400;ANULACION;1761576512;09:32:25.641009;09:32:28.447875;2806866
4;400;ANULACION;1753183808;09:32:25.641160;09:32:28.849320;3208160
4;400;ANULACION;1744791104;09:32:25.641325;09:32:29.250464;3609139
4;400;ANULACION;1736398400;09:32:25.641493;09:32:29.654079;4012586
4;400;ANULACION;1728005696;09:32:25.641693;09:32:30.055193;4413500
4;400;ANULACION;1719612992;09:32:25.641926;09:32:30.456310;4814384
4;400;ANULACION;1711220288;09:32:25.642151;09:32:30.857463;5215312
4;400;ANULACION;1702827584;09:32:25.642831;09:32:31.269226;5626395
4;400;ANULACION;1694434880;09:32:25.643074;09:32:31.670607;6027533
4;400;ANULACION;1686042176;09:32:25.643313;09:32:32.075769;6432456
4;400;ANULACION;1677649472;09:32:25.643530;09:32:32.481393;6837863
4;400;ANULACION;1669256768;09:32:25.644072;09:32:32.882867;7238795
4;400;ANULACION;1660864064;09:32:25.644322;09:32:33.284187;7639865
4;400;ANULACION;1652471360;09:32:25.649555;09:32:33.684935;8035380
4;400;ANULACION;1644078656;09:32:25.652148;09:32:34.095582;8443434
4;400;ANULACION;1635685952;09:32:25.652419;09:32:34.499180;8846761
4;400;ANULACION;1627293248;09:32:25.653305;09:32:34.900987;9247682
4;400;ANULACION;1618900544;09:32:25.653342;09:32:35.301340;9647998
4;400;ANULACION;1610507840;09:32:25.656367;09:32:35.701689;10045322
4;400;ANULACION;1602115136;09:32:25.656564;09:32:36.102198;10445634
4;400;ANULACION;1593722432;09:32:25.656667;09:32:36.503573;10846906
4;400;ANULACION;1585329728;09:32:25.660585;09:32:36.904108;11243523
4;400;ANULACION;1576937024;09:32:25.660647;09:32:37.305216;11644569
4;400;ANULACION;1568544320;09:32:25.660964;09:32:37.709959;12048995
4;400;ANULACION;1560151616;09:32:25.661269;09:32:38.110605;12449336
4;400;ANULACION;1551758912;09:32:25.661591;09:32:38.512551;12850960
4;400;ANULACION;1543366208;09:32:25.661859;09:32:38.917179;13255320
4;400;ANULACION;1534973504;09:32:25.662190;09:32:39.324394;13662204
4;400;ANULACION;1526580800;09:32:25.662458;09:32:39.724997;14062539
4;400;ANULACION;1518188096;09:32:25.662712;09:32:40.125488;14462776
4;400;ANULACION;1509795392;09:32:25.666569;09:32:40.530224;14863655
4;400;ANULACION;1501402688;09:32:25.666861;09:32:40.931386;15264525
4;400;ANULACION;1493009984;09:32:25.672397;09:32:41.336909;15664512
4;400;ANULACION;1484617280;09:32:25.672651;09:32:41.737688;16065037
4;400;ANULACION;1476224576;09:32:25.674617;09:32:42.145662;16471045
4;400;ANULACION;1467831872;09:32:25.678294;09:32:42.553491;16875197
4;400;ANULACION;1459439168;09:32:25.684524;09:32:42.956405;17271881
4;400;ANULACION;1451046464;09:32:25.684626;09:32:43.357558;17672932
4;400;ANULACION;1442653760;09:32:25.686840;09:32:43.759987;18073147
4;400;ANULACION;1434261056;09:32:25.687089;09:32:44.167607;18480518
4;400;ANULACION;1425868352;09:32:25.687324;09:32:44.581397;18894073
4;400;ANULACION;1417475648;09:32:25.687669;09:32:45.063635;19375966
4;400;ANULACION;1409082944;09:32:25.687842;09:32:45.465565;19777723
4;400;ANULACION;1400690240;09:32:25.688786;09:32:45.866632;20177846
4;400;ANULACION;1392297536;09:32:25.689785;09:32:46.298826;20609041
4;400;ANULACION;1383904832;09:32:25.690357;09:32:46.699634;21009277
4;400;ANULACION;1375512128;09:32:25.690500;09:32:47.133392;21442892
4;400;ANULACION;1367119424;09:32:25.690823;09:32:47.537350;21846527
4;400;ANULACION;1358726720;09:32:25.691042;09:32:47.939980;22248938
4;400;ANULACION;1350334016;09:32:25.691327;09:32:48.344458;22653131
4;400;ANULACION;1341941312;09:32:25.691623;09:32:48.751314;23059691
4;400;ANULACION;1333548608;09:32:25.691891;09:32:49.156394;23464503
4;400;ANULACION;1325155904;09:32:25.692164;09:32:49.557006;23864842
4;400;ANULACION;1316763200;09:32:25.692495;09:32:49.957766;24265271
4;400;ANULACION;1308370496;09:32:25.692728;09:32:50.360368;24667640
4;400;ANULACION;1299977792;09:32:25.692964;09:32:50.761237;25068273
4;400;ANULACION;1291585088;09:32:25.693183;09:32:51.161765;25468582
4;400;ANULACION;1283192384;09:32:25.693252;09:32:51.572815;25879563
4;400;ANULACION;1274799680;09:32:25.693455;09:32:51.989878;26296423
4;400;ANULACION;1266406976;09:32:25.693699;09:32:52.391332;26697633
4;400;ANULACION;1258014272;09:32:25.694698;09:32:52.793259;27098561
4;400;ANULACION;1249621568;09:32:25.695053;09:32:53.195168;27500115
4;400;ANULACION;1241228864;09:32:25.695264;09:32:53.596608;27901344
4;400;ANULACION;1232836160;09:32:25.695576;09:32:53.997597;28302021
4;400;ANULACION;1224443456;09:32:25.695822;09:32:54.402572;28706750
4;400;ANULACION;1216050752;09:32:25.696044;09:32:54.803272;29107228
4;400;ANULACION;1207658048;09:32:25.696433;09:32:55.240537;29544104
4;400;ANULACION;1199265344;09:32:25.696497;09:32:55.641919;29945422
4;400;ANULACION;1190872640;09:32:25.696652;09:32:56.044915;30348263
4;400;ANULACION;1182479936;09:32:25.697027;09:32:56.445272;30748245
4;400;ANULACION;1174087232;09:32:25.697312;09:32:56.866894;31169582
4;400;ANULACION;1165694528;09:32:25.697598;09:32:57.267913;31570315
4;400;ANULACION;1157301824;09:32:25.697875;09:32:57.671261;31973386
4;400;ANULACION;1148909120;09:32:25.698179;09:32:58.097677;32399498
4;400;ANULACION;1140516416;09:32:25.698410;09:32:58.498308;32799898
4;400;ANULACION;1132123712;09:32:25.698689;09:32:58.898752;33200063
4;400;ANULACION;1123731008;09:32:25.698934;09:32:59.299268;33600334
4;400;ANULACION;1115338304;09:32:25.699251;09:32:59.710260;34011009
4;400;ANULACION;1106945600;09:32:25.699509;09:33:00.111232;34411723
4;400;ANULACION;1098552896;09:32:25.699770;09:33:00.512528;34812758
4;400;ANULACION;1090160192;09:32:25.700088;09:33:00.913357;35213269
4;400;ANULACION;1081767488;09:32:25.700375;09:33:01.315110;35614735
4;400;ANULACION;1073374784;09:32:25.700652;09:33:01.716037;36015385
4;400;ANULACION;1064982080;09:32:25.700916;09:33:02.214082;36513166
4;400;ANULACION;1056589376;09:32:25.701231;09:33:02.615566;36914335
4;400;ANULACION;1048196672;09:32:25.701511;09:33:03.021117;37319606
4;400;ANULACION;1039803968;09:32:25.701766;09:33:03.426301;37724535
4;400;ANULACION;1031411264;09:32:25.702048;09:33:03.830694;38128646
4;400;ANULACION;1023018560;09:32:25.702290;09:33:04.231272;38528982
4;400;ANULACION;1014625856;09:32:25.702581;09:33:04.634233;38931652
4;400;ANULACION;1006233152;09:32:25.702799;09:33:05.039447;39336648
4;400;ANULACION;997840448;09:32:25.703018;09:33:05.441739;39738721
4;400;ANULACION;989447744;09:32:25.703249;09:33:05.844843;40141594
4;400;ANULACION;981055040;09:32:25.703494;09:33:06.255565;40552071
